 RI_ACCESSION 	 GENUS        	 SPECIES      	 ACP          	 ACNO         	 ACCID        	 GEOCTY       	 GEOSTA       	 LAT          	 LON          	 ACELLO       	 LOCALITY     	 PEDIGREE     	 SAMPSTAT     	 SOURCE       	 KERNELS      	 NOTES        	 FLAG         
RIMMA0441	Zea	mays subsp. mays	PI	515538	410474	Mexico	Veracruz	NA	NA	NA	NA	NA	Other	USDA	NA	>50 seeds left	NA
RIMMA0442	Zea	mays subsp. mays	PI	537097	432033	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0443	Zea	mays subsp. mays	PI	537099	432035	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0444	Zea	mays subsp. mays	PI	538009	432945	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0445	Zea	mays subsp. mays	PI	538011	432947	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0446	Zea	mays subsp. mays	PI	539920	434856	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0447	Zea	mays subsp. mays	PI	539921	434857	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0448	Zea	mays subsp. mays	PI	539922	434858	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0449	Zea	mays subsp. mays	PI	539923	434859	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0450	Zea	mays subsp. mays	PI	539924	434860	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0451	Zea	mays subsp. mays	PI	539926	434862	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0452	Zea	mays subsp. mays	PI	539927	434863	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0453	Zea	mays subsp. mays	PI	543843	438779	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0454	Zea	mays subsp. mays	PI	543846	438782	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0455	Zea	mays subsp. mays	PI	543847	438783	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0456	Zea	mays subsp. mays	PI	543849	438785	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0457	Zea	mays subsp. mays	PI	543850	438786	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0458	Zea	mays subsp. mays	PI	547086	442022	NA	NA	NA	NA	NA	NA	NA	Other	USDA	NA	NA	NA
RIMMA0459	Zea	mays subsp. mays	PI	547088	442024	NA	NA	NA	NA	NA	NA	NA	Other	USDA	NA	NA	NA
RIMMA0460	Zea	mays subsp. mays	PI	558520	453492	NA	NA	NA	NA	NA	NA	Mo22/2*WF9	Breeder's line	USDA	NA	NA	NA
RIMMA0461	Zea	mays subsp. mays	PI	558532	453504	NA	NA	NA	NA	NA	NA	CI 187-2/C103	Breeder's line	USDA	NA	NA	NA
RIMMA0462	Zea	mays subsp. mays	PI	445073	340009	Colombia	Narino	NA	NA	1700	Narino State	NA	Traditional cultivar/landrace	USDA	NA	>100 seeds left	NA
RIMMA0463	Zea	mays subsp. mays	PI	559918	454890	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0464	Zea	mays subsp. mays	PI	571438	466409	Peru	Huancavelica	-12	-75	1800	NA	NA	Traditional cultivar/landrace	USDA	NA	>50 seeds left	NA
RIMMA0465	Zea	mays subsp. mays	PI	571457	466428	Peru	Piura	-5.23333	-79.4667	2300	NA	NA	Traditional cultivar/landrace	USDA	NA	NA	NA
RIMMA0466	Zea	mays subsp. mays	PI	571577	466548	Peru	Apurimac	-14.3167	-72.9167	3600	NA	NA	Traditional cultivar/landrace	USDA	NA	NA	NA
RIMMA0467	Zea	mays subsp. mays	PI	571871	466842	Peru	Apurimac	-13.5833	-72.9167	2800	NA	NA	Traditional cultivar/landrace	USDA	NA	NA	NA
RIMMA0468	Zea	mays subsp. mays	PI	571960	466931	Peru	Ancash	-9.33333	-77.2333	3150	NA	NA	Traditional cultivar/landrace	USDA	NA	NA	NA
RIMMA0469	Zea	mays subsp. mays	PI	583774	478745	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0470	Zea	mays subsp. mays	PI	587136	84234	NA	NA	NA	NA	NA	NA	Pride of Saline	Breeder's line	USDA	NA	NA	NA
RIMMA0471	Zea	mays subsp. mays	PI	587137	82773	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	identical to RIMMA0022	NA
RIMMA0472	Zea	mays subsp. mays	PI	587140	82752	NA	NA	NA	NA	NA	NA	[(Mt42 X B14) B14(3)]	Breeder's line	USDA	NA	NA	NA
RIMMA0473	Zea	mays subsp. mays	PI	445114	340050	Colombia	Narino	NA	NA	3104	Narino State	NA	Traditional cultivar/landrace	USDA	NA	>100 seeds left\ 	NA
RIMMA0475	Zea	mays subsp. mays	PI	587146	84229	NA	NA	NA	NA	NA	NA	CI.540 x Ill. L	Breeder's line	USDA	NA	NA	NA
RIMMA0476	Zea	mays subsp. mays	PI	587152	82714	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0477	Zea	mays subsp. mays	PI	587154	84221	NA	NA	NA	NA	NA	NA	Rec. I.153	Breeder's line	USDA	NA	NA	NA
RIMMA0478	Zea	mays subsp. mays	PI	593460	516184	NA	NA	NA	NA	NA	NA	NA	Breeder's line	USDA	NA	NA	NA
RIMMA0479	Zea	mays subsp. mays	PI	600751	129750	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0480	Zea	mays subsp. mays	PI	600772	130201	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0481	Zea	mays subsp. mays	PI	600791	131311	NA	NA	NA	NA	NA	NA	A619 x L120	Advanced cultivar	USDA	NA	NA	NA
RIMMA0482	Zea	mays subsp. mays	PI	600944	152908	NA	NA	NA	NA	NA	NA	Oh43 x L120	Advanced cultivar	USDA	NA	NA	NA
RIMMA0483	Zea	mays subsp. mays	PI	600954	156006	NA	NA	NA	NA	NA	NA	B73 ^2 x H93	Advanced cultivar	USDA	NA	NA	NA
RIMMA0484	Zea	mays subsp. mays	PI	600955	156007	NA	NA	NA	NA	NA	NA	Mo17 HI	Advanced cultivar	USDA	NA	NA	NA
RIMMA0485	Zea	mays subsp. mays	PI	600956	156008	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0486	Zea	mays subsp. mays	PI	600957	156009	NA	NA	NA	NA	NA	NA	A632 X B73	Advanced cultivar	USDA	NA	NA	NA
RIMMA0487	Zea	mays subsp. mays	PI	600958	156010	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0488	Zea	mays subsp. mays	PI	600959	156011	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0489	Zea	mays subsp. mays	PI	600981	156603	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0490	Zea	mays subsp. mays	PI	601003	157404	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0491	Zea	mays subsp. mays	PI	601004	157405	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0492	Zea	mays subsp. mays	PI	601005	157406	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	identical to RIMMA0335	NA
RIMMA0493	Zea	mays subsp. mays	PI	601006	157407	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0494	Zea	mays subsp. mays	PI	601007	157408	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0495	Zea	mays subsp. mays	PI	601008	157409	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0496	Zea	mays subsp. mays	PI	601009	157410	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0497	Zea	mays subsp. mays	PI	601026	157465	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0498	Zea	mays subsp. mays	PI	601037	157676	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0499	Zea	mays subsp. mays	PI	601079	161234	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0500	Zea	mays subsp. mays	PI	601080	161235	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0501	Zea	mays subsp. mays	PI	601150	162354	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0502	Zea	mays subsp. mays	PI	601159	162377	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0503	Zea	mays subsp. mays	PI	601170	165596	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0504	Zea	mays subsp. mays	PI	601171	165597	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0505	Zea	mays subsp. mays	PI	601172	165598	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0506	Zea	mays subsp. mays	PI	601190	165733	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0507	Zea	mays subsp. mays	PI	601191	165734	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0508	Zea	mays subsp. mays	PI	601208	167898	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0509	Zea	mays subsp. mays	PI	601209	167899	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0510	Zea	mays subsp. mays	PI	601210	167900	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0511	Zea	mays subsp. mays	PI	601211	167901	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0512	Zea	mays subsp. mays	PI	601229	167980	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0513	Zea	mays subsp. mays	PI	601230	167983	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0514	Zea	mays subsp. mays	PI	601269	169860	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0515	Zea	mays subsp. mays	PI	601270	169865	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0516	Zea	mays subsp. mays	PI	601300	169989	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0517	Zea	mays subsp. mays	PI	601301	169991	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0518	Zea	mays subsp. mays	PI	601316	170375	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0519	Zea	mays subsp. mays	PI	601317	170376	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0520	Zea	mays subsp. mays	PI	601318	170379	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0521	Zea	mays subsp. mays	PI	601319	170380	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0522	Zea	mays subsp. mays	PI	601320	170381	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0523	Zea	mays subsp. mays	PI	601321	170382	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0524	Zea	mays subsp. mays	PI	601322	170383	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0525	Zea	mays subsp. mays	PI	601360	173148	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0526	Zea	mays subsp. mays	PI	601361	173151	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0527	Zea	mays subsp. mays	PI	601362	173152	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0528	Zea	mays subsp. mays	PI	601374	173959	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0529	Zea	mays subsp. mays	PI	601375	173960	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0530	Zea	mays subsp. mays	PI	601376	173961	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0531	Zea	mays subsp. mays	PI	601377	173962	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0532	Zea	mays subsp. mays	PI	601378	173963	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0533	Zea	mays subsp. mays	PI	601402	174399	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0534	Zea	mays subsp. mays	PI	601403	174400	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0535	Zea	mays subsp. mays	PI	601404	174401	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0536	Zea	mays subsp. mays	PI	601405	174402	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0537	Zea	mays subsp. mays	PI	601416	176272	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0538	Zea	mays subsp. mays	PI	601417	176273	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0539	Zea	mays subsp. mays	PI	601430	176839	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0540	Zea	mays subsp. mays	PI	601438	177597	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0541	Zea	mays subsp. mays	PI	601439	177598	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0542	Zea	mays subsp. mays	PI	601440	177599	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0543	Zea	mays subsp. mays	PI	601441	177601	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0544	Zea	mays subsp. mays	PI	601442	177602	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0545	Zea	mays subsp. mays	PI	601457	177899	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0546	Zea	mays subsp. mays	PI	601458	177900	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0547	Zea	mays subsp. mays	PI	601459	177901	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0548	Zea	mays subsp. mays	PI	601466	177910	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0549	Zea	mays subsp. mays	PI	601467	177911	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0550	Zea	mays subsp. mays	PI	601468	177912	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0551	Zea	mays subsp. mays	PI	601469	177913	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0552	Zea	mays subsp. mays	PI	601470	177914	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0553	Zea	mays subsp. mays	PI	601489	178772	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0554	Zea	mays subsp. mays	PI	601490	178773	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0555	Zea	mays subsp. mays	PI	601491	178776	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0556	Zea	mays subsp. mays	PI	601492	178777	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0557	Zea	mays subsp. mays	PI	601493	178783	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0558	Zea	mays subsp. mays	PI	601494	178784	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0559	Zea	mays subsp. mays	PI	601495	178786	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0560	Zea	mays subsp. mays	PI	601496	178787	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0561	Zea	mays subsp. mays	PI	601497	178790	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0562	Zea	mays subsp. mays	PI	601498	178791	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0563	Zea	mays subsp. mays	PI	601499	178792	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0564	Zea	mays subsp. mays	PI	601500	178795	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0565	Zea	mays subsp. mays	PI	601501	178796	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0566	Zea	mays subsp. mays	PI	601502	178797	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0567	Zea	mays subsp. mays	PI	601558	185636	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0568	Zea	mays subsp. mays	PI	601559	185637	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0569	Zea	mays subsp. mays	PI	601560	185638	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0570	Zea	mays subsp. mays	PI	601561	185639	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0571	Zea	mays subsp. mays	PI	601562	185640	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0572	Zea	mays subsp. mays	PI	601563	185641	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0573	Zea	mays subsp. mays	PI	601564	185642	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0574	Zea	mays subsp. mays	PI	601565	185643	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0575	Zea	mays subsp. mays	PI	601566	185644	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0576	Zea	mays subsp. mays	PI	601567	185645	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0577	Zea	mays subsp. mays	PI	601568	185646	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0578	Zea	mays subsp. mays	PI	601569	185647	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0579	Zea	mays subsp. mays	PI	601570	185648	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0580	Zea	mays subsp. mays	PI	601571	185649	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0581	Zea	mays subsp. mays	PI	601572	185650	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0582	Zea	mays subsp. mays	PI	601573	185651	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0583	Zea	mays subsp. mays	PI	601574	185652	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0584	Zea	mays subsp. mays	PI	601575	185653	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0585	Zea	mays subsp. mays	PI	601576	185654	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0586	Zea	mays subsp. mays	PI	601583	185875	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0587	Zea	mays subsp. mays	PI	601610	186557	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0588	Zea	mays subsp. mays	PI	601611	186558	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0589	Zea	mays subsp. mays	PI	601612	186559	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0590	Zea	mays subsp. mays	PI	601724	188095	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0591	Zea	mays subsp. mays	PI	601725	188096	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0592	Zea	mays subsp. mays	PI	601729	188100	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0593	Zea	mays subsp. mays	PI	601773	189902	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0594	Zea	mays subsp. mays	PI	601774	189903	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0595	Zea	mays subsp. mays	PI	601775	189905	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0596	Zea	mays subsp. mays	PI	601776	189906	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0597	Zea	mays subsp. mays	PI	601777	189908	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0598	Zea	mays subsp. mays	PI	601778	189909	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0599	Zea	mays subsp. mays	PI	601779	189910	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0600	Zea	mays subsp. mays	PI	601780	189911	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0601	Zea	mays subsp. mays	PI	601781	189912	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0602	Zea	mays subsp. mays	PI	601782	189913	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0603	Zea	mays subsp. mays	PI	601783	189914	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0604	Zea	mays subsp. mays	PI	601784	189915	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0605	Zea	mays subsp. mays	PI	601785	189916	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0606	Zea	mays subsp. mays	PI	601786	189917	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0607	Zea	mays subsp. mays	PI	601787	189918	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0608	Zea	mays subsp. mays	PI	601788	189919	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0609	Zea	mays subsp. mays	PI	601789	189920	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0610	Zea	mays subsp. mays	PI	601790	189921	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0611	Zea	mays subsp. mays	PI	601791	189922	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0612	Zea	mays subsp. mays	PI	601792	189923	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0613	Zea	mays subsp. mays	PI	601808	190167	NA	NA	NA	NA	NA	NA	NA	Advanced cultivar	USDA	NA	NA	NA
RIMMA0614	Zea	mays subsp. mays	PI	628445	61845	Mexico	Jalisco	19.9333	-103.733	1800	Tapalpa.	NA	Traditional cultivar/landrace	USDA	NA	NA	NA
RIMMA0615	Zea	mays subsp. mays	PI	628480	61934	Mexico	Puebla	20.1333	-97.2	152	San Jose Acateno.	NA	Traditional cultivar/landrace	USDA	NA	NA	NA
RIMMA0616	Zea	mays subsp. mays	PI	629202	73608	Mexico	Jalisco	20.8167	-102.733	2000	Campo Agricultura Experimental Altiplano de Jalisco  Tepatitlan.	NA	Traditional cultivar/landrace	USDA	NA	NA	NA
RIMMA0617	Zea	mays subsp. mays	PI	644101	127095	NA	NA	NA	NA	NA	NA	(B37 x 644) B37.  The line was produced by crossing B37 X 644 then backcrossing to B37 followed by seven generations of selfing and selection for plant type and yield.	Advanced cultivar	USDA	NA	NA	NA
RIMMA0618	Zea	mays subsp. mays	PI	645729	82901	Mexico	Chiapas	15.4667	-92.15	2240	Bejucal De Ocampo.	NA	Traditional cultivar/landrace	USDA	NA	NA	NA
RIMMA0619	Zea	mays subsp. mays	PI	645772	82963	Mexico	Guerrero	18.3667	-99.55	731	Iguala.	NA	Traditional cultivar/landrace	USDA	NA	NA	NA
RIMMA0620	Zea	mays subsp. mays	PI	645786	82981	Mexico	Guanajuato	20.2167	-100.883	1800	Zona Federal  Salvatierra.	NA	Traditional cultivar/landrace	USDA	NA	NA	NA
RIMMA0621	Zea	mays subsp. mays	PI	645804	83000	Mexico	Guanajuato	21.1333	-101.667	1870	Ejido Albarradones  Leon.	NA	Traditional cultivar/landrace	USDA	NA	NA	NA
RIMMA0622	Zea	mays subsp. mays	PI	645837	83041	Mexico	Jalisco	19.9333	-103.733	1800	Tapalpa.	NA	Traditional cultivar/landrace	USDA	NA	NA	NA
RIMMA0623	Zea	mays subsp. mays	PI	645841	83049	Mexico	Jalisco	20.5	-103.15	2200	Juanacatlan.	NA	Traditional cultivar/landrace	USDA	NA	NA	NA
RIMMA0624	Zea	mays subsp. mays	PI	645930	83163	Mexico	Oaxaca	17.1667	-96.7833	1640	Etla.	NA	Traditional cultivar/landrace	USDA	NA	NA	NA
